"Date","Price","Open","High","Low","Vol.","Change %"
"10/18/2016","16.760","16.500","16.850","16.395","7.29K","2.89%"
"10/17/2016","16.290","16.350","16.400","16.250","3.90K","0.89%"
"10/14/2016","16.147","16.025","16.175","16.000","2.88K","2.68%"
"10/13/2016","15.725","15.650","16.000","15.650","2.78K","2.13%"
"10/12/2016","15.397","15.500","15.700","15.375","2.25K","-0.40%"
"10/11/2016","15.459","15.840","15.840","15.275","5.33K","-2.27%"
"10/10/2016","15.818","15.505","16.000","15.500","6.25K","-1.60%"
"10/07/2016","16.075","16.675","16.725","15.950","4.87K","-2.21%"
"10/06/2016","16.438","15.950","16.800","15.950","3.45K","1.92%"
"10/05/2016","16.128","16.400","16.400","16.050","4.26K","0.96%"
"10/04/2016","15.975","15.400","16.145","15.400","5.98K","2.42%"
"10/03/2016","15.598","15.725","15.975","15.455","4.67K","1.62%"
"09/30/2016","15.350","15.750","15.750","15.185","2.69K","10.04%"
"09/29/2016","13.950","14.450","14.450","13.900","14.06K","0.36%"
"09/28/2016","13.900","13.425","14.200","13.425","8.34K","4.51%"
"09/27/2016","13.300","13.855","13.925","13.225","10.16K","-4.30%"
"09/26/2016","13.898","13.650","14.025","13.575","13.09K","-0.80%"
"09/23/2016","14.010","13.325","14.100","13.325","6.52K","3.37%"
"09/22/2016","13.553","13.650","13.830","13.510","8.23K","2.16%"
"09/21/2016","13.267","13.000","13.375","12.850","4.73K","1.83%"
"09/20/2016","13.029","13.250","13.250","12.900","12.01K","-2.60%"
"09/19/2016","13.377","12.750","13.450","12.650","5.87K","4.69%"
"09/16/2016","12.778","12.550","12.950","12.500","6.01K","2.37%"
"09/15/2016","12.482","12.000","12.605","12.000","7.62K","4.48%"
"09/14/2016","11.947","12.250","12.295","11.925","2.17K","-0.49%"
"09/13/2016","12.006","11.895","12.200","11.825","2.87K","1.50%"
"09/12/2016","11.829","11.605","11.895","11.500","3.35K","-0.60%"
"09/09/2016","11.900","11.850","12.025","11.850","2.90K","-0.59%"
"09/08/2016","11.971","11.995","12.060","11.850","1.92K","-0.24%"
"09/07/2016","12.000","12.200","12.200","11.975","3.89K","-3.03%"
"09/06/2016","12.375","12.480","12.525","12.300","3.77K","-1.17%"
"09/05/2016","12.521","12.900","13.150","12.450","3.44K","-1.56%"
"09/02/2016","12.720","12.355","12.975","12.355","5.03K","0.79%"
"09/01/2016","12.620","12.605","12.700","12.450","2.44K","-0.42%"
"08/31/2016","12.673","12.850","12.925","12.675","3.91K","9.78%"
"08/30/2016","11.544","11.300","11.600","11.300","23.81K","-2.17%"
"08/29/2016","11.800","11.800","11.800","11.800","0.01K","3.16%"
"08/26/2016","11.438","11.090","11.550","11.050","8.25K","3.02%"
"08/25/2016","11.103","10.875","11.240","10.845","5.54K","-0.22%"
"08/24/2016","11.127","11.175","11.300","11.025","6.48K","-4.80%"
"08/23/2016","11.688","11.450","11.700","11.450","2.90K","3.65%"
"08/22/2016","11.276","10.975","11.375","10.975","9.80K","6.25%"
"08/19/2016","10.613","11.450","11.450","10.550","7.50K","-11.73%"
"08/18/2016","12.024","12.050","12.150","11.650","5.76K","-0.64%"
"08/17/2016","12.101","11.800","12.125","11.800","4.00K","1.83%"
"08/16/2016","11.884","11.795","11.975","11.795","3.82K","1.83%"
"08/15/2016","11.670","12.005","12.005","11.430","3.78K","-4.91%"
"08/12/2016","12.273","12.795","12.800","12.195","3.95K","-4.12%"
"08/11/2016","12.800","12.700","12.850","12.675","1.49K","-0.74%"
"08/10/2016","12.895","12.875","13.220","12.825","4.55K","0.30%"
"08/09/2016","12.856","12.875","13.000","12.825","2.14K","-1.67%"
"08/08/2016","13.074","13.300","13.325","12.950","2.93K","-2.07%"
"08/05/2016","13.350","13.675","13.675","13.190","1.92K","-2.20%"
"08/04/2016","13.650","13.805","13.805","13.620","6.15K","-0.38%"
"08/03/2016","13.702","13.605","13.775","13.605","3.03K","-0.73%"
"08/02/2016","13.803","13.900","13.975","13.800","2.39K","-1.76%"
"08/01/2016","14.050","14.325","14.350","13.975","2.23K","-2.82%"
"07/29/2016","14.458","14.495","14.565","14.375","1.57K","2.16%"
"07/28/2016","14.152","14.375","14.425","14.100","12.66K","-2.06%"
"07/27/2016","14.450","14.425","14.500","14.350","8.06K","-0.99%"
"07/26/2016","14.594","14.800","14.800","14.550","3.61K","-1.68%"
"07/25/2016","14.843","14.845","15.035","14.800","2.82K","-0.05%"
"07/22/2016","14.850","14.955","14.955","14.775","1.70K","-0.89%"
"07/21/2016","14.983","14.775","15.050","14.775","7.08K","1.77%"
"07/20/2016","14.723","14.450","14.725","14.425","4.22K","2.15%"
"07/19/2016","14.413","14.350","14.425","14.300","2.55K","0.87%"
"07/18/2016","14.289","14.225","14.450","14.225","0.95K","0.49%"
"07/15/2016","14.219","14.200","14.405","14.125","5.94K","-0.62%"
"07/14/2016","14.307","14.270","14.425","14.270","11.14K","0.58%"
"07/13/2016","14.225","14.250","14.375","14.200","8.43K","-0.55%"
"07/12/2016","14.303","14.150","14.350","14.150","3.37K","1.34%"
"07/11/2016","14.114","14.100","14.140","14.050","0.63K","-0.16%"
"07/08/2016","14.137","14.100","14.275","14.100","2.03K","-1.74%"
"07/07/2016","14.387","14.350","14.480","14.300","6.91K","1.59%"
"07/06/2016","14.162","14.050","14.200","14.025","8.04K","-0.55%"
"07/05/2016","14.240","14.325","14.370","14.150","2.67K","-2.06%"
"07/04/2016","14.539","14.400","14.625","14.400","1.19K","1.81%"
"07/01/2016","14.280","14.265","14.400","14.225","1.73K","-0.66%"
"06/30/2016","14.375","14.575","14.575","14.200","3.51K","-0.37%"
"06/29/2016","14.428","14.350","14.425","14.300","9.28K","1.94%"
"06/28/2016","14.153","14.225","14.300","14.150","5.59K","-1.04%"
"06/27/2016","14.302","14.550","14.625","14.225","8.83K","-4.01%"
"06/24/2016","14.900","14.750","15.225","14.550","3.69K","-1.79%"
"06/23/2016","15.171","15.300","15.400","15.145","3.34K","-0.58%"
"06/22/2016","15.260","15.200","15.450","15.200","6.98K","2.53%"
"06/21/2016","14.884","15.200","15.200","14.750","4.52K","-1.72%"
"06/20/2016","15.144","14.700","15.225","14.700","1.49K","4.31%"
"06/17/2016","14.518","14.275","14.550","14.275","4.12K","2.41%"
"06/16/2016","14.176","13.800","14.275","13.800","3.55K","-0.17%"
"06/15/2016","14.200","14.350","14.550","14.000","6.44K","1.28%"
"06/14/2016","14.020","13.575","14.175","13.575","1.18K","1.23%"
"06/13/2016","13.850","13.750","13.900","13.625","4.04K","-0.98%"
"06/10/2016","13.987","14.075","14.075","13.925","2.44K","-1.45%"
"06/09/2016","14.193","14.350","14.350","14.075","2.00K","-1.44%"
"06/08/2016","14.400","14.480","14.700","14.350","2.80K","-1.50%"
"06/07/2016","14.620","14.350","14.700","14.350","3.96K","0.86%"
"06/06/2016","14.496","14.325","14.505","14.325","1.98K","1.60%"
"06/03/2016","14.268","14.400","14.425","14.125","1.94K","-0.87%"
"06/02/2016","14.393","14.300","14.500","14.300","1.00K","2.27%"
"06/01/2016","14.073","14.210","14.210","13.950","1.37K","-1.16%"
"05/31/2016","14.238","14.075","14.210","14.075","1.01K","2.36%"
"05/30/2016","13.910","13.910","13.910","13.910","","0.67%"
"05/27/2016","13.817","13.475","13.950","13.475","7.17K","2.45%"
"05/26/2016","13.486","13.450","13.750","13.425","3.15K","1.43%"
"05/25/2016","13.296","13.100","13.400","13.100","2.82K","2.28%"
"05/24/2016","12.999","12.990","13.025","12.900","4.83K","0.63%"
"05/23/2016","12.918","12.825","12.930","12.825","1.80K","-0.84%"
"05/20/2016","13.028","13.100","13.100","13.025","1.34K","0.59%"
"05/19/2016","12.951","12.950","13.025","12.900","2.89K","-1.11%"
"05/18/2016","13.096","13.060","13.175","13.000","2.83K","-0.37%"
"05/17/2016","13.144","13.300","13.300","13.075","5.85K","0.38%"
"05/16/2016","13.094","12.850","13.150","12.850","1.39K","1.87%"
"05/13/2016","12.854","12.875","13.025","12.825","3.67K","-0.46%"
"05/12/2016","12.914","13.400","13.450","12.850","6.41K","-0.75%"
"05/11/2016","13.011","13.000","13.175","12.925","3.26K","0.71%"
"05/10/2016","12.919","12.700","13.075","12.675","4.68K","-1.55%"
"05/09/2016","13.123","13.000","13.550","12.975","2.40K","1.93%"
"05/06/2016","12.875","12.750","13.000","12.750","5.02K","0.32%"
"05/05/2016","12.834","12.905","13.350","12.725","2.10K","3.29%"
"05/04/2016","12.425","12.100","12.520","12.100","4.01K","2.28%"
"05/03/2016","12.148","12.175","12.250","12.100","3.11K","-1.03%"
"05/02/2016","12.275","12.350","12.350","12.250","0.27K","-3.94%"
"04/29/2016","12.779","12.750","12.950","12.550","3.50K","1.08%"
"04/28/2016","12.643","13.900","13.900","12.600","9.08K","-9.56%"
"04/27/2016","13.980","13.650","14.300","13.650","8.60K","0.00%"
"04/26/2016","13.980","12.875","14.075","12.875","6.00K","7.80%"
"04/25/2016","12.969","12.650","13.120","12.600","5.61K","-0.85%"
"04/22/2016","13.080","12.450","13.100","12.275","5.11K","4.64%"
"04/21/2016","12.500","12.000","12.675","11.975","7.59K","5.94%"
"04/20/2016","11.799","11.575","11.925","11.550","4.45K","1.17%"
"04/19/2016","11.663","11.400","11.685","11.375","4.82K","2.82%"
"04/18/2016","11.343","11.100","11.425","11.100","4.27K","1.19%"
"04/15/2016","11.210","11.200","11.220","11.150","1.38K","-0.13%"
"04/14/2016","11.225","11.230","11.275","11.200","2.64K","-0.86%"
"04/13/2016","11.322","11.300","11.325","11.250","1.48K","0.55%"
"04/12/2016","11.260","11.270","11.300","11.230","1.02K","0.64%"
"04/11/2016","11.188","11.125","11.250","11.105","1.51K","-0.34%"
"04/08/2016","11.226","11.150","11.225","11.150","0.57K","0.68%"
"04/07/2016","11.150","11.250","11.300","11.100","1.04K","-2.19%"
"04/06/2016","11.400","11.310","11.400","11.310","1.13K","1.45%"
"04/05/2016","11.237","11.150","11.350","11.150","1.44K","-1.21%"
"04/04/2016","11.375","11.500","11.500","11.275","1.28K","-2.27%"
"04/01/2016","11.639","11.800","11.825","11.555","2.50K","-2.50%"
"03/31/2016","11.937","11.885","11.950","11.875","2.09K","-1.13%"
"03/30/2016","12.073","12.100","12.100","12.040","8.39K","0.24%"
"03/29/2016","12.044","11.975","12.075","11.965","14.56K","0.02%"
"03/24/2016","12.042","11.925","12.070","11.925","5.44K","0.70%"
"03/23/2016","11.958","11.900","11.990","11.895","3.44K","0.31%"
"03/22/2016","11.921","11.925","11.950","11.885","3.72K","-0.05%"
"03/21/2016","11.927","11.855","11.950","11.825","6.04K","-1.60%"
"03/18/2016","12.121","12.000","12.125","11.975","5.65K","0.54%"
"03/17/2016","12.056","11.850","12.090","11.850","1.26K","0.51%"
"03/16/2016","11.995","12.050","12.050","11.925","2.26K","-0.41%"
"03/15/2016","12.044","11.900","12.050","11.900","5.57K","0.20%"
"03/14/2016","12.020","12.050","12.050","11.950","1.22K","0.17%"
"03/11/2016","12.000","11.805","12.050","11.805","3.79K","1.04%"
"03/10/2016","11.877","12.045","12.050","11.825","4.88K","-1.63%"
"03/09/2016","12.074","11.985","12.125","11.925","5.94K","1.11%"
"03/08/2016","11.942","11.805","12.100","11.760","2.74K","0.99%"
"03/07/2016","11.825","11.825","11.875","11.750","2.60K","-0.23%"
"03/04/2016","11.852","11.900","11.920","11.825","1.78K","-1.53%"
"03/03/2016","12.036","12.025","12.075","11.960","1.47K","-1.46%"
"03/02/2016","12.214","12.300","12.300","12.150","0.90K","0.35%"
"03/01/2016","12.172","12.225","12.250","12.150","1.44K","-0.17%"
"02/29/2016","12.193","12.070","12.225","12.000","0.63K","0.24%"
"02/26/2016","12.164","12.100","12.200","12.050","9.57K","2.18%"
"02/25/2016","11.904","12.025","12.075","11.900","9.19K","-1.22%"
"02/24/2016","12.051","12.150","12.165","12.025","12.99K","-2.10%"
"02/23/2016","12.309","12.400","12.480","12.275","9.43K","-0.58%"
"02/22/2016","12.381","12.200","12.480","12.150","6.09K","3.22%"
"02/19/2016","11.995","11.925","12.125","11.925","3.60K","-1.19%"
"02/18/2016","12.139","12.050","12.225","11.875","3.91K","2.13%"
"02/17/2016","11.886","11.600","11.930","11.575","4.22K","1.36%"
"02/16/2016","11.726","12.055","12.100","11.675","3.76K","-2.00%"
"02/15/2016","11.965","12.050","12.100","11.875","5.27K","-0.97%"
"02/12/2016","12.082","11.950","12.125","11.925","2.05K","1.88%"
"02/11/2016","11.859","11.950","11.950","11.805","5.48K","-1.02%"
"02/10/2016","11.981","11.905","12.075","11.900","7.11K","-1.44%"
"02/09/2016","12.156","12.325","12.500","12.000","4.39K","-0.69%"
"02/08/2016","12.240","12.400","12.400","12.175","6.82K","-0.26%"
"02/05/2016","12.272","12.300","12.350","12.200","3.59K","-1.08%"
"02/04/2016","12.406","12.775","12.775","12.300","1.34K","-4.01%"
"02/03/2016","12.924","12.700","13.050","12.650","2.88K","1.13%"
"02/02/2016","12.780","12.700","12.900","12.620","10.50K","-0.18%"
"02/01/2016","12.803","13.315","13.315","12.800","1.91K","-4.28%"
"01/29/2016","13.376","14.000","14.000","13.225","1.97K","-2.14%"
"01/28/2016","13.669","13.550","13.950","13.500","8.95K","2.90%"
"01/27/2016","13.284","12.850","13.500","12.850","8.72K","3.04%"
"01/26/2016","12.892","12.300","13.050","12.300","7.57K","1.06%"
"01/25/2016","12.757","13.100","13.100","12.700","5.66K","-5.21%"
"01/22/2016","13.458","12.995","13.640","12.825","5.42K","7.00%"
"01/21/2016","12.577","12.600","12.775","12.400","5.03K","-1.72%"
"01/20/2016","12.797","13.000","13.015","12.750","7.12K","-4.14%"
"01/19/2016","13.350","13.400","13.675","13.225","4.02K","-0.30%"
"01/18/2016","13.390","13.300","13.425","13.125","5.70K","0.52%"
"01/15/2016","13.321","13.725","13.775","13.300","4.06K","-3.17%"
"01/14/2016","13.757","13.925","13.925","13.740","6.02K","-2.93%"
"01/13/2016","14.172","14.375","14.400","14.075","3.50K","0.88%"
"01/12/2016","14.048","14.150","14.200","13.975","3.91K","-4.06%"
"01/11/2016","14.642","14.775","14.925","14.540","4.35K","-0.84%"
"01/08/2016","14.766","15.050","15.075","14.575","5.25K","-4.91%"
"01/07/2016","15.528","15.000","15.575","14.900","4.95K","2.66%"
"01/06/2016","15.126","15.175","15.375","15.060","6.51K","2.31%"
"01/05/2016","14.784","15.100","15.100","14.775","2.87K","1.23%"
"01/04/2016","14.605","14.750","14.820","14.425","3.97K","-1.22%"
"12/31/2015","14.786","14.925","14.925","14.785","0.31K","-0.84%"
"12/30/2015","14.911","15.175","15.350","14.900","5.38K","-3.13%"
"12/29/2015","15.393","14.950","15.600","14.900","3.47K","3.80%"
"12/28/2015","14.830","14.830","14.830","14.830","","2.58%"
"12/24/2015","14.457","14.500","14.500","14.250","0.60K","-0.75%"
"12/23/2015","14.566","14.925","14.925","14.500","4.18K","-2.53%"
"12/22/2015","14.944","15.125","15.175","14.925","1.89K","-0.94%"
"12/21/2015","15.086","15.115","15.150","15.060","2.35K","-2.00%"
"12/18/2015","15.394","15.600","15.625","15.350","4.42K","-1.34%"
"12/17/2015","15.603","15.500","15.700","15.400","4.14K","-0.81%"
"12/16/2015","15.730","15.925","15.975","15.595","3.20K","-2.26%"
"12/15/2015","16.094","15.850","16.100","15.850","3.91K","1.40%"
"12/14/2015","15.872","16.000","16.000","15.825","4.72K","-2.56%"
"12/11/2015","16.289","16.450","16.450","16.200","3.84K","-1.31%"
"12/10/2015","16.506","16.450","16.500","16.400","5.10K","-0.48%"
"12/09/2015","16.586","16.650","16.725","16.500","1.47K","-1.51%"
"12/08/2015","16.840","16.800","16.850","16.675","4.95K","0.02%"
"12/07/2015","16.836","17.200","17.250","16.825","2.32K","-3.54%"
"12/04/2015","17.453","17.350","17.500","17.350","1.42K","0.57%"
"12/03/2015","17.354","17.640","17.640","17.350","0.98K","-2.78%"
"12/02/2015","17.850","18.150","18.200","17.675","1.11K","-2.02%"
"12/01/2015","18.218","18.050","18.450","17.950","2.91K","1.07%"
"11/30/2015","18.025","17.850","18.175","17.850","0.38K","2.75%"
"11/27/2015","17.542","17.575","17.600","17.400","4.61K","-0.36%"
"11/26/2015","17.606","17.725","17.750","17.550","5.42K","0.26%"
"11/25/2015","17.561","17.500","17.600","17.300","7.76K","0.79%"
"11/24/2015","17.423","17.150","17.550","17.150","5.88K","1.34%"
"11/23/2015","17.192","17.075","17.225","17.025","8.72K","-0.17%"
"11/20/2015","17.221","17.300","17.485","17.200","4.67K","-0.80%"
"11/19/2015","17.360","17.075","17.550","17.050","4.19K","0.09%"
"11/18/2015","17.345","17.850","17.850","17.150","6.52K","-1.58%"
"11/17/2015","17.624","17.500","17.900","17.285","5.80K","2.32%"
"11/16/2015","17.225","17.250","17.430","17.175","12.47K","1.32%"
"11/13/2015","17.001","17.050","17.200","16.925","4.00K","0.60%"
"11/12/2015","16.899","16.925","17.075","16.780","2.84K","-1.02%"
"11/11/2015","17.074","17.225","17.275","17.025","4.32K","-1.03%"
"11/10/2015","17.251","17.450","17.510","17.210","2.42K","-1.19%"
"11/09/2015","17.458","17.650","17.650","17.450","7.25K","-2.31%"
"11/06/2015","17.871","17.800","17.900","17.750","3.65K","0.93%"
"11/05/2015","17.707","17.800","17.900","17.705","4.19K","-1.35%"
"11/04/2015","17.950","18.000","18.225","17.925","2.20K","0.41%"
"11/03/2015","17.876","17.725","17.890","17.700","2.32K","0.25%"
"11/02/2015","17.831","17.900","17.900","17.775","4.38K","-0.88%"
"10/30/2015","17.989","18.150","18.150","17.950","1.47K","-0.89%"
"10/29/2015","18.150","18.225","18.250","18.150","5.59K","0.14%"
"10/28/2015","18.125","18.025","18.150","18.000","8.17K","0.19%"
"10/27/2015","18.090","18.125","18.150","18.050","3.29K","0.22%"
"10/26/2015","18.050","18.000","18.075","17.950","5.55K","-1.24%"
"10/23/2015","18.276","18.050","18.325","18.025","4.66K","0.73%"
"10/22/2015","18.144","18.025","18.225","17.950","3.44K","0.44%"
"10/21/2015","18.065","18.100","18.150","18.000","4.36K","-0.67%"
"10/20/2015","18.187","18.400","18.425","18.075","3.72K","-1.22%"
"10/19/2015","18.411","18.325","18.510","18.325","4.42K","1.17%"
"10/16/2015","18.198","18.125","18.250","18.090","3.39K","0.14%"
"10/15/2015","18.173","18.100","18.250","18.050","7.46K","0.80%"
"10/14/2015","18.028","18.000","18.100","17.950","3.97K","-0.81%"
"10/13/2015","18.176","18.375","18.425","18.125","3.70K","-1.48%"
"10/12/2015","18.449","18.350","18.525","18.350","1.42K","-1.63%"
"10/09/2015","18.754","19.000","19.050","18.625","1.63K","-0.24%"
"10/08/2015","18.800","18.825","18.900","18.675","1.31K","0.29%"
"10/07/2015","18.746","19.075","19.100","18.650","5.74K","-0.60%"
"10/06/2015","18.859","18.325","19.050","18.325","5.07K","2.60%"
"10/05/2015","18.381","18.450","18.550","18.350","2.81K","1.12%"
"10/02/2015","18.177","18.275","18.350","18.125","2.50K","-1.19%"
"10/01/2015","18.396","18.700","18.700","18.325","2.16K","-1.45%"
"09/30/2015","18.667","18.650","18.750","18.630","1.25K","1.00%"
"09/29/2015","18.482","18.375","18.550","18.375","5.87K","-0.08%"
"09/28/2015","18.496","18.650","18.650","18.430","7.26K","-1.37%"
"09/25/2015","18.753","18.725","18.800","18.725","6.23K","0.89%"
"09/24/2015","18.587","18.750","18.775","18.570","4.84K","-1.55%"
"09/23/2015","18.880","19.025","19.100","18.775","5.56K","-0.39%"
"09/22/2015","18.953","18.900","19.000","18.850","8.75K","0.91%"
"09/21/2015","18.782","18.850","18.875","18.750","5.77K","-0.77%"
"09/18/2015","18.927","19.000","19.000","18.850","6.64K","-0.68%"
"09/17/2015","19.057","19.260","19.260","19.025","4.74K","-1.06%"
"09/16/2015","19.261","19.000","19.275","19.000","4.01K","1.16%"
"09/15/2015","19.040","19.125","19.250","19.000","2.74K","-0.69%"
"09/14/2015","19.172","19.405","19.405","19.100","1.08K","-0.55%"
"09/11/2015","19.278","19.275","19.375","19.250","8.39K","-0.22%"
"09/10/2015","19.321","19.225","19.400","19.225","1.75K","-0.35%"
"09/09/2015","19.388","19.410","19.500","19.300","1.56K","0.23%"
"09/08/2015","19.343","19.225","19.425","19.225","2.49K","-0.01%"
"09/07/2015","19.345","19.550","19.625","19.300","3.40K","-0.41%"
"09/04/2015","19.425","19.550","19.630","19.400","1.97K","-1.42%"
"09/03/2015","19.704","19.450","19.750","19.420","2.48K","1.04%"
"09/02/2015","19.501","19.300","19.575","19.300","2.63K","0.60%"
"09/01/2015","19.384","19.500","19.550","19.225","3.04K","0.70%"
"08/31/2015","19.250","19.250","19.250","19.250","","1.46%"
"08/28/2015","18.973","19.025","19.050","18.925","4.05K","0.00%"
"08/27/2015","18.973","18.750","19.025","18.750","9.10K","1.85%"
"08/26/2015","18.628","18.800","18.900","18.600","9.91K","-0.54%"
"08/25/2015","18.729","18.400","18.750","18.400","8.94K","2.02%"
"08/24/2015","18.358","18.450","18.480","18.275","5.22K","-2.87%"
"08/21/2015","18.900","18.950","19.025","18.850","1.66K","-0.23%"
"08/20/2015","18.943","19.000","19.050","18.890","2.88K","-1.36%"
"08/19/2015","19.204","19.300","19.375","19.160","3.85K","-0.97%"
"08/18/2015","19.393","19.175","19.475","19.145","3.98K","0.39%"
"08/17/2015","19.317","19.250","19.360","19.250","2.68K","-0.70%"
"08/14/2015","19.454","19.400","19.525","19.380","2.00K","-0.06%"
"08/13/2015","19.466","19.600","19.725","19.425","3.24K","-0.61%"
"08/12/2015","19.585","19.810","19.870","19.530","1.33K","-1.92%"
"08/11/2015","19.969","20.150","20.195","19.930","2.54K","-0.05%"
"08/10/2015","19.979","19.850","20.015","19.825","3.94K","-0.22%"
"08/07/2015","20.024","20.200","20.200","19.960","3.17K","-1.25%"
"08/06/2015","20.277","20.200","20.400","20.200","2.55K","0.30%"
"08/05/2015","20.216","20.125","20.250","20.075","1.69K","-0.39%"
"08/04/2015","20.296","20.350","20.410","20.175","1.36K","-0.30%"
"08/03/2015","20.358","20.300","20.400","20.300","1.33K","-0.74%"
"07/31/2015","20.510","20.900","20.975","20.450","1.33K","-1.78%"
"07/30/2015","20.882","20.650","20.925","20.625","2.60K","0.76%"
"07/29/2015","20.725","20.700","20.750","20.650","3.10K","0.08%"
"07/28/2015","20.709","20.500","20.775","20.475","5.92K","1.10%"
"07/27/2015","20.483","20.375","20.525","20.325","3.29K","0.17%"
"07/24/2015","20.449","20.400","20.520","20.400","1.45K","-0.61%"
"07/23/2015","20.575","20.500","20.600","20.450","4.01K","-0.39%"
"07/22/2015","20.655","20.750","20.775","20.625","4.27K","-1.00%"
"07/21/2015","20.864","21.000","21.025","20.825","4.82K","-0.61%"
"07/20/2015","20.991","21.050","21.050","20.825","5.24K","0.22%"
"07/17/2015","20.945","21.000","21.025","20.900","2.88K","-0.61%"
"07/16/2015","21.073","20.930","21.150","20.930","2.22K","0.75%"
"07/15/2015","20.916","20.925","21.100","20.850","1.50K","0.38%"
"07/14/2015","20.836","21.100","21.100","20.800","1.82K","-0.69%"
"07/13/2015","20.980","20.875","21.000","20.850","2.02K","0.52%"
"07/10/2015","20.872","20.705","20.925","20.705","1.67K","0.66%"
"07/09/2015","20.735","20.650","20.750","20.620","0.78K","1.33%"
"07/08/2015","20.462","20.575","20.675","20.450","1.49K","-0.99%"
"07/07/2015","20.666","20.650","20.705","20.600","1.13K","-0.27%"
"07/06/2015","20.721","20.900","20.900","20.650","1.70K","-0.49%"
"07/03/2015","20.823","20.850","21.050","20.800","2.20K","-0.25%"
"07/02/2015","20.876","20.650","20.900","20.600","1.67K","0.98%"
"07/01/2015","20.674","20.450","20.750","20.450","1.71K","1.08%"
"06/30/2015","20.454","20.260","20.525","20.260","1.06K","0.27%"
"06/29/2015","20.398","20.375","20.460","20.375","5.68K","-0.24%"
"06/26/2015","20.447","20.450","20.555","20.400","3.47K","-0.07%"
"06/25/2015","20.462","20.400","20.520","20.375","3.18K","-0.82%"
"06/24/2015","20.631","20.700","20.725","20.550","1.84K","-0.51%"
"06/23/2015","20.736","20.760","20.940","20.650","8.66K","0.12%"
"06/22/2015","20.711","20.050","20.750","20.050","3.54K","2.09%"
"06/19/2015","20.287","20.300","20.325","20.250","1.79K","0.84%"
"06/18/2015","20.119","20.000","20.150","19.985","1.73K","0.21%"
"06/17/2015","20.077","20.000","20.150","20.000","1.79K","-0.68%"
"06/16/2015","20.214","20.050","20.215","20.050","1.23K","0.85%"
"06/15/2015","20.043","20.100","20.160","20.015","1.13K","-0.01%"
"06/12/2015","20.045","20.075","20.150","19.975","1.35K","-0.04%"
"06/11/2015","20.054","20.225","20.295","20.035","0.77K","-1.70%"
"06/10/2015","20.400","20.425","20.450","20.330","1.58K","0.30%"
"06/09/2015","20.338","20.315","20.375","20.150","1.37K","-0.06%"
"06/08/2015","20.350","20.250","20.355","20.200","1.06K","1.21%"
"06/05/2015","20.106","19.925","20.155","19.870","1.06K","0.64%"
"06/04/2015","19.978","20.155","20.155","19.975","3.65K","-0.86%"
"06/03/2015","20.152","20.325","20.325","20.150","0.87K","-0.09%"
"06/02/2015","20.170","20.225","20.280","20.130","0.80K","0.14%"
"06/01/2015","20.142","20.400","20.400","20.100","2.01K","-0.50%"
"05/29/2015","20.244","20.295","20.400","20.175","0.37K","-1.52%"
"05/28/2015","20.557","20.500","20.675","20.500","5.18K","0.32%"
"05/27/2015","20.492","20.450","20.500","20.430","6.02K","0.03%"
"05/26/2015","20.485","20.400","20.535","20.395","5.43K","0.52%"
"05/25/2015","20.380","20.380","20.380","20.380","0.09K","0.00%"
"05/22/2015","20.380","20.300","20.375","20.230","5.11K","-0.16%"
"05/21/2015","20.413","20.400","20.465","20.350","3.38K","-0.17%"
"05/20/2015","20.447","20.270","20.525","20.270","3.00K","0.45%"
"05/19/2015","20.356","20.225","20.385","20.200","3.63K","0.24%"
"05/18/2015","20.308","20.350","20.400","20.250","2.04K","-0.86%"
"05/15/2015","20.484","20.650","20.650","20.425","1.96K","0.17%"
"05/14/2015","20.450","20.400","20.525","20.350","2.65K","-1.45%"
"05/13/2015","20.751","20.950","21.050","20.575","3.40K","-0.23%"
"05/12/2015","20.799","20.900","20.925","20.700","4.01K","-0.48%"
"05/11/2015","20.900","20.330","21.025","20.330","2.24K","2.98%"
"05/08/2015","20.295","20.730","20.730","20.200","1.14K","0.82%"
"05/07/2015","20.129","20.300","20.350","20.080","1.90K","-1.07%"
"05/06/2015","20.347","20.500","20.525","20.230","3.43K","-0.39%"
"05/05/2015","20.427","20.050","20.400","19.950","1.75K","1.31%"
"05/04/2015","20.163","20.163","20.163","20.163","","0.00%"
"05/01/2015","20.163","20.375","20.425","20.325","0.38K","-1.54%"
"04/30/2015","20.478","20.750","20.750","20.450","0.68K","-2.23%"
"04/29/2015","20.946","20.850","21.020","20.850","3.68K","0.28%"
"04/28/2015","20.887","20.900","21.000","20.875","3.36K","-0.55%"
"04/27/2015","21.003","21.285","21.400","20.950","3.69K","-0.64%"
"04/24/2015","21.138","20.825","21.170","20.825","4.74K","0.62%"
"04/23/2015","21.007","21.000","21.145","20.925","4.96K","-1.43%"
"04/22/2015","21.311","21.350","21.360","21.200","2.90K","-0.41%"
"04/21/2015","21.399","21.350","21.425","21.225","2.55K","1.27%"
"04/20/2015","21.130","21.100","21.170","20.950","3.95K","-0.08%"
"04/17/2015","21.147","21.420","21.425","21.050","2.03K","-1.88%"
"04/16/2015","21.553","21.850","21.895","21.480","3.11K","-1.16%"
"04/15/2015","21.806","21.710","21.825","21.600","1.84K","0.86%"
"04/14/2015","21.621","22.105","22.150","21.550","2.55K","-1.61%"
"04/13/2015","21.975","21.675","22.065","21.565","3.54K","1.25%"
